student_id,full_name,email,dob,hometown,math,literature,english,source_file,error_log,avg_score,rank
SV375,Minh E Trinh,trinh.minhe.375@gmail.com,2004-06-20,Hai Phong,6.5,3.3,4.2,students_202601191651.txt,,4.67,Yếu
SV376,Thi D Vu,vu.thid.376@gmail.com,2002-10-22,Thanh Hoa,7.1,4.6,0.0,students_202601191651.txt,,3.9,Yếu
SV377,Van A Pham,pham.vana.377@gmail.com,2003-05-25,Hai Phong,1.6,4.7,9.7,students_202601191651.txt,,5.33,Trung Bình
SV378,Van A Pham,pham.vana.378@gmail.com,2001-07-08,N/A,4.7,9.3,3.6,students_202601191651.txt,,5.87,Trung Bình
SV379,Duc H Trinh,fake_email_379@not-exist-domain.com,2006-08-08,Hai Phong,7.5,9.2,4.9,students_202601191651.txt,,7.2,Khá
SV380,Ngoc F Trinh,trinh.ngocf.380@gmail.com,2000-01-12,Unknown,6.5,3.6,0.0,students_202601191651.txt,,3.37,Yếu
SV381,Duc H Vu,vu.duch.381@gmail.com,2004-06-02,Tp.Hcm,7.4,7.8,3.1,students_202601191651.txt,,6.1,Trung Bình
SV382,Minh E Dang,fake_email_382@not-exist-domain.com,2004-11-25,Hai Phong,8.9,9.6,9.8,students_202601191651.txt,,9.43,Giỏi
SV383,Minh E Hoang,hoang.minhe.383@gmail.com,2000-09-17,Can Tho,6.3,0.2,0.0,students_202601191651.txt,,2.17,Yếu
SV384,Tieu I Unknown,fake_email_384@not-exist-domain.com,2003-07-14,Nghe An,4.0,7.0,0.0,students_202601191651.txt,,3.67,Yếu
SV385,Thi B Trinh,trinh.thib.385@gmail.com,2006-02-04,Son La,8.1,8.0,2.6,students_202601191651.txt,,6.23,Trung Bình
SV386,Tuan G Le,le.tuang.386@gmail.com,2000-08-24,Hai Phong,4.4,6.6,7.1,students_202601191651.txt,,6.03,Trung Bình
SV387,Ngoc F Dinh,fake_email_387@not-exist-domain.com,2001-02-06,Nghe An,5.8,7.0,3.8,students_202601191651.txt,,5.53,Trung Bình
SV388,Van C Trinh,trinh.vanc.388@gmail.com,2004-01-14,Son La,6.4,4.8,0.0,students_202601191651.txt,,3.73,Yếu
SV389,Thi B Trinh,trinh.thib.389@gmail.com,2001-06-08,Unknown,1.2,7.5,4.3,students_202601191651.txt,,4.33,Yếu
SV390,Thi B Pham,pham.thib.390@gmail.com,2005-07-24,Nghe An,2.6,4.2,4.2,students_202601191651.txt,,3.67,Yếu
SV391,Ngoc F Dang,fake_email_391@not-exist-domain.com,2005-05-22,Unknown,5.6,9.8,0.0,students_202601191651.txt,,5.13,Trung Bình
SV392,Minh E Le,le.minhe.392@gmail.com,2005-07-07,Thanh Hoa,0.7,5.3,2.5,students_202601191651.txt,,2.83,Yếu
SV393,Thi B Pham,fake_email_393@not-exist-domain.com,2000-01-02,Unknown,1.7,8.2,0.0,students_202601191651.txt,,3.3,Yếu
SV394,Minh E Hoang,hoang.minhe.394@gmail.com,2004-07-28,N/A,4.3,1.8,8.8,students_202601191651.txt,,4.97,Yếu
SV395,Tuan G Pham,pham.tuang.395@gmail.com,2000-07-04,Thanh Hoa,1.4,8.3,5.6,students_202601191651.txt,,5.1,Trung Bình
SV396,Huu T Pham,pham.huut.396@gmail.com,2003-09-01,Hai Phong,0.0,6.2,9.6,students_202601191651.txt,,5.27,Trung Bình
SV397,Van C Nguyen,nguyen.vanc.397@gmail.com,2001-02-15,Hai Phong,5.7,8.2,0.0,students_202601191651.txt,,4.63,Yếu
SV398,Thi B Tieu,tieu.thib.398@gmail.com,2002-12-26,Tp.Hcm,7.9,9.5,0.4,students_202601191651.txt,,5.93,Trung Bình
SV399,Huu T Vu,vu.huut.399@gmail.com,2003-03-11,Hai Phong,7.0,0.6,2.4,students_202601191651.txt,,3.33,Yếu
SV400,Thi B Hoang,fake_email_400@not-exist-domain.com,2006-05-18,Son La,1.6,7.3,4.9,students_202601191651.txt,,4.6,Yếu
SV401,Van C Tieu,tieu.vanc.401@gmail.com,2000-11-12,Hai Phong,5.7,9.4,1.4,students_202601191651.txt,,5.5,Trung Bình
SV402,Ngoc F Dinh,fake_email_402@not-exist-domain.com,2006-12-07,Tp.Hcm,5.4,3.4,5.1,students_202601191651.txt,,4.63,Yếu
SV403,Minh E Pham,fake_email_403@not-exist-domain.com,2007-08-26,Ha Noi,4.1,6.2,1.2,students_202601191651.txt,,3.83,Yếu
SV404,Thi D Le,fake_email_404@not-exist-domain.com,2007-04-30,Can Tho,0.8,2.9,9.3,students_202601191651.txt,,4.33,Yếu
SV405,Minh E Pham,pham.minhe.405@gmail.com,2005-09-16,Unknown,7.3,2.2,6.2,students_202601191651.txt,,5.23,Trung Bình
SV406,Van C Dang,dang.vanc.406@gmail.com,2002-05-10,N/A,5.4,2.4,0.0,students_202601191651.txt,,2.6,Yếu
SV407,Huu T Tieu,tieu.huut.407@gmail.com,2000-08-18,Son La,2.9,6.9,7.1,students_202601191651.txt,,5.63,Trung Bình
SV408,Van C Pham,pham.vanc.408@gmail.com,2004-08-20,Da Nang,4.2,8.2,2.9,students_202601191651.txt,,5.1,Trung Bình
SV409,Tuan G Nguyen,nguyen.tuang.409@gmail.com,2003-01-05,N/A,1.9,6.0,5.2,students_202601191651.txt,,4.37,Yếu
SV410,Huu T Trinh,fake_email_410@not-exist-domain.com,2006-02-25,N/A,4.9,1.9,1.6,students_202601191651.txt,,2.8,Yếu
SV411,Van A Pham,pham.vana.411@gmail.com,2002-11-18,Nghe An,0.5,2.9,1.2,students_202601191651.txt,,1.53,Yếu
SV412,Duc H Vu,vu.duch.412@gmail.com,2007-08-26,Ha Noi,8.4,6.0,7.2,students_202601191651.txt,,7.2,Khá
SV413,Tieu I Bui,bui.tieui.413@gmail.com,2000-11-05,Nghe An,3.8,9.5,2.6,students_202601191651.txt,,5.3,Trung Bình
SV414,Minh E Pham,pham.minhe.414@gmail.com,2001-01-12,Can Tho,9.7,9.6,7.0,students_202601191651.txt,,8.77,Giỏi
SV415,Thi D Nguyen,nguyen.thid.415@gmail.com,2006-09-07,Son La,8.9,2.8,7.9,students_202601191651.txt,,6.53,Khá
SV416,Huu T Dinh,dinh.huut.416@gmail.com,2007-12-15,Thanh Hoa,9.8,1.9,3.1,students_202601191651.txt,,4.93,Yếu
SV417,Tieu I Nguyen,nguyen.tieui.417@gmail.com,2005-07-31,Da Nang,9.4,3.4,6.3,students_202601191651.txt,,6.37,Trung Bình
SV418,Minh E Trinh,trinh.minhe.418@gmail.com,2003-03-05,Hai Phong,7.5,4.0,7.2,students_202601191651.txt,,6.23,Trung Bình
SV419,Thi D Dinh,fake_email_419@not-exist-domain.com,2007-11-09,Hai Phong,9.9,6.0,5.3,students_202601191651.txt,,7.07,Khá
SV420,Tuan G Dang,dang.tuang.420@gmail.com,2006-11-15,Hai Phong,8.3,7.0,3.8,students_202601191651.txt,,6.37,Trung Bình
SV421,Tuan G Pham,fake_email_421@not-exist-domain.com,2003-10-28,Can Tho,3.6,9.5,0.6,students_202601191651.txt,,4.57,Yếu
SV422,Minh E Dang,dang.minhe.422@gmail.com,2007-05-11,Hai Phong,9.9,2.9,2.8,students_202601191651.txt,,5.2,Trung Bình
SV423,Van A Nguyen,nguyen.vana.423@gmail.com,2005-03-16,Tp.Hcm,4.7,8.2,0.1,students_202601191651.txt,,4.33,Yếu
SV424,Duc H Dang,dang.duch.424@gmail.com,2000-07-21,Tp.Hcm,9.7,3.0,8.3,students_202601191651.txt,,7.0,Khá
SV425,Minh E Tieu,fake_email_425@not-exist-domain.com,2005-05-15,Thanh Hoa,3.6,5.0,8.1,students_202601191651.txt,,5.57,Trung Bình
SV426,Tuan G Trinh,trinh.tuang.426@gmail.com,2000-01-20,Hai Phong,6.8,0.8,4.3,students_202601191651.txt,,3.97,Yếu
SV427,Van A Dang,dang.vana.427@gmail.com,2002-05-15,N/A,7.6,3.2,6.9,students_202601191651.txt,,5.9,Trung Bình
SV428,Tieu I Hoang,hoang.tieui.428@gmail.com,2000-02-19,Nghe An,2.6,8.6,0.8,students_202601191651.txt,,4.0,Yếu
SV429,Tieu I Bui,bui.tieui.429@gmail.com,2001-11-26,Unknown,5.0,7.3,6.6,students_202601191651.txt,,6.3,Trung Bình
SV430,Tuan G Tran,tran.tuang.430@gmail.com,2000-04-04,Tp.Hcm,2.6,3.7,6.1,students_202601191651.txt,,4.13,Yếu
SV431,Ngoc F Vu,vu.ngocf.431@gmail.com,2002-04-01,Da Nang,2.7,6.6,0.0,students_202601191651.txt,,3.1,Yếu
SV432,Tuan G Pham,fake_email_432@not-exist-domain.com,2005-02-11,Thanh Hoa,2.3,9.0,6.6,students_202601191651.txt,,5.97,Trung Bình
SV433,Minh E Trinh,fake_email_433@not-exist-domain.com,2005-01-06,Nghe An,1.0,4.7,4.7,students_202601191651.txt,,3.47,Yếu
SV434,Minh E Tran,tran.minhe.434@gmail.com,2005-09-03,Thanh Hoa,2.1,2.3,1.3,students_202601191651.txt,,1.9,Yếu
SV435,Thi D Tieu,tieu.thid.435@gmail.com,2007-10-02,Thanh Hoa,0.1,9.1,4.5,students_202601191651.txt,,4.57,Yếu
SV436,Van A Vu,vu.vana.436@gmail.com,2006-12-22,Can Tho,4.6,5.1,0.4,students_202601191651.txt,,3.37,Yếu
SV437,Huu T Tran,fake_email_437@not-exist-domain.com,2006-11-20,Unknown,0.3,0.3,0.8,students_202601191651.txt,,0.47,Yếu
SV438,Ngoc F Hoang,fake_email_438@not-exist-domain.com,2003-08-07,Hai Phong,7.7,8.2,3.0,students_202601191651.txt,,6.3,Trung Bình
SV439,Van C Hoang,hoang.vanc.439@gmail.com,2000-08-26,Thanh Hoa,4.5,9.7,0.3,students_202601191651.txt,,4.83,Yếu
SV440,Duc H Vu,vu.duch.440@gmail.com,2005-08-29,Thanh Hoa,8.7,0.7,1.7,students_202601191651.txt,,3.7,Yếu
SV441,Huu T Pham,fake_email_441@not-exist-domain.com,2005-10-24,Unknown,3.8,4.1,5.5,students_202601191651.txt,,4.47,Yếu
SV442,Tuan G Bui,fake_email_442@not-exist-domain.com,2000-03-12,Hai Phong,9.7,6.2,1.5,students_202601191651.txt,,5.8,Trung Bình
SV443,Minh E Le,fake_email_443@not-exist-domain.com,2000-11-28,Unknown,1.7,1.9,4.7,students_202601191651.txt,,2.77,Yếu
SV444,Thi D Bui,fake_email_444@not-exist-domain.com,2004-02-26,Tp.Hcm,1.4,6.6,7.3,students_202601191651.txt,,5.1,Trung Bình
SV445,Duc H Hoang,hoang.duch.445@gmail.com,2004-07-31,Thanh Hoa,9.6,0.1,9.0,students_202601191651.txt,,6.23,Trung Bình
SV446,Van A Trinh,trinh.vana.446@gmail.com,2005-07-06,N/A,3.2,1.5,9.7,students_202601191651.txt,,4.8,Yếu
SV447,Minh E Unknown,fake_email_447@not-exist-domain.com,2004-12-11,Unknown,5.0,1.8,1.7,students_202601191651.txt,,2.83,Yếu
SV448,Thi D Pham,pham.thid.448@gmail.com,2003-02-15,Da Nang,7.9,7.4,0.9,students_202601191651.txt,,5.4,Trung Bình
SV449,Tuan G Vu,vu.tuang.449@gmail.com,2003-12-08,Tp.Hcm,7.4,1.2,9.4,students_202601191651.txt,,6.0,Trung Bình
SV450,Van A Hoang,hoang.vana.450@gmail.com,2004-01-06,Ha Noi,4.9,0.3,1.7,students_202601191651.txt,,2.3,Yếu
SV451,Thi D Unknown,unknown.thid.451@gmail.com,2001-05-30,Tp.Hcm,4.8,4.0,2.3,students_202601191651.txt,,3.7,Yếu
SV452,Van A Nguyen,fake_email_452@not-exist-domain.com,2001-07-23,Nghe An,1.9,7.8,0.0,students_202601191651.txt,,3.23,Yếu
SV453,Van A Le,le.vana.453@gmail.com,2007-01-27,Son La,3.0,3.3,0.3,students_202601191651.txt,,2.2,Yếu
SV454,Tieu I Pham,pham.tieui.454@gmail.com,2003-01-22,N/A,5.4,9.1,5.3,students_202601191651.txt,,6.6,Khá
SV455,Van C Tieu,tieu.vanc.455@gmail.com,2001-03-25,Can Tho,8.0,7.4,1.5,students_202601191651.txt,,5.63,Trung Bình
SV456,Van A Tran,fake_email_456@not-exist-domain.com,2001-03-10,N/A,5.2,2.2,0.0,students_202601191651.txt,,2.47,Yếu
SV457,Minh E Tran,fake_email_457@not-exist-domain.com,2007-03-23,Nghe An,7.1,4.9,0.0,students_202601191651.txt,,4.0,Yếu
SV458,Ngoc F Le,fake_email_458@not-exist-domain.com,2006-07-17,Son La,8.8,9.6,7.7,students_202601191651.txt,,8.7,Giỏi
SV459,Thi B Pham,fake_email_459@not-exist-domain.com,2003-09-21,Hai Phong,3.0,9.5,7.3,students_202601191651.txt,,6.6,Khá
SV460,Thi B Hoang,hoang.thib.460@gmail.com,2004-04-25,N/A,3.4,6.6,1.4,students_202601191651.txt,,3.8,Yếu
SV461,Van A Tieu,tieu.vana.461@gmail.com,2000-09-07,Ha Noi,1.0,6.8,5.5,students_202601191651.txt,,4.43,Yếu
SV462,Thi D Pham,pham.thid.462@gmail.com,2005-03-06,Hai Phong,0.9,1.0,9.4,students_202601191651.txt,,3.77,Yếu
SV463,Ngoc F Unknown,fake_email_463@not-exist-domain.com,2000-01-16,Tp.Hcm,1.6,1.1,6.0,students_202601191651.txt,,2.9,Yếu
SV464,Huu T Trinh,fake_email_464@not-exist-domain.com,2006-12-05,Ha Noi,4.0,0.9,8.4,students_202601191651.txt,,4.43,Yếu
SV465,Minh E Trinh,fake_email_465@not-exist-domain.com,2006-05-25,Da Nang,5.6,2.6,0.0,students_202601191651.txt,,2.73,Yếu
SV466,Minh E Nguyen,nguyen.minhe.466@gmail.com,2002-05-15,Thanh Hoa,0.7,8.9,5.2,students_202601191651.txt,,4.93,Yếu
SV467,Van A Trinh,trinh.vana.467@gmail.com,2005-02-16,Ha Noi,2.1,0.9,3.7,students_202601191651.txt,,2.23,Yếu
SV468,Thi B Trinh,fake_email_468@not-exist-domain.com,2003-10-16,Tp.Hcm,2.0,4.1,6.6,students_202601191651.txt,,4.23,Yếu
SV469,Huu T Hoang,fake_email_469@not-exist-domain.com,2007-07-25,Hai Phong,0.4,9.8,0.0,students_202601191651.txt,,3.4,Yếu
SV470,Van C Nguyen,nguyen.vanc.470@gmail.com,2002-09-11,Da Nang,3.1,3.7,2.6,students_202601191651.txt,,3.13,Yếu
SV471,Tuan G Tieu,fake_email_471@not-exist-domain.com,2005-12-07,Hai Phong,4.9,6.9,4.6,students_202601191651.txt,,5.47,Trung Bình
SV472,Minh E Tieu,fake_email_472@not-exist-domain.com,2006-08-23,N/A,0.9,8.5,6.7,students_202601191651.txt,,5.37,Trung Bình
SV473,Van A Vu,vu.vana.473@gmail.com,2000-11-02,Hai Phong,8.1,4.9,2.8,students_202601191651.txt,,5.27,Trung Bình
SV474,Van A Nguyen,nguyen.vana.474@gmail.com,2001-12-18,N/A,5.5,2.1,2.8,students_202601191651.txt,,3.47,Yếu
SV475,Tieu I Hoang,hoang.tieui.475@gmail.com,2001-07-02,Son La,4.7,0.8,2.0,students_202601191651.txt,,2.5,Yếu
SV476,Thi D Le,le.thid.476@gmail.com,2004-02-17,Hai Phong,6.2,1.1,2.6,students_202601191651.txt,,3.3,Yếu
SV477,Van C Nguyen,nguyen.vanc.477@gmail.com,2007-06-14,Hai Phong,1.5,1.5,0.0,students_202601191651.txt,,1.0,Yếu
SV478,Duc H Nguyen,fake_email_478@not-exist-domain.com,2005-04-11,Nghe An,5.1,8.6,0.0,students_202601191651.txt,,4.57,Yếu
SV479,Van C Pham,fake_email_479@not-exist-domain.com,2007-09-10,Can Tho,7.4,5.5,0.0,students_202601191651.txt,,4.3,Yếu
SV480,Van C Vu,vu.vanc.480@gmail.com,2005-05-17,Unknown,2.6,2.1,0.9,students_202601191651.txt,,1.87,Yếu
SV481,Tieu I Dinh,dinh.tieui.481@gmail.com,2004-02-19,Son La,5.2,3.5,3.9,students_202601191651.txt,,4.2,Yếu
SV482,Van A Unknown,fake_email_482@not-exist-domain.com,2003-01-03,N/A,2.0,8.7,4.2,students_202601191651.txt,,4.97,Yếu
SV483,Thi B Hoang,hoang.thib.483@gmail.com,2005-03-09,Hai Phong,1.9,7.4,5.5,students_202601191651.txt,,4.93,Yếu
SV484,Thi D Pham,fake_email_484@not-exist-domain.com,2005-03-21,Thanh Hoa,9.7,7.8,6.4,students_202601191651.txt,,7.97,Khá
SV485,Tieu I Dang,dang.tieui.485@gmail.com,2000-06-22,Ha Noi,7.7,6.1,0.0,students_202601191651.txt,,4.6,Yếu
SV486,Duc H Le,le.duch.486@gmail.com,2003-08-22,Ha Noi,8.5,0.6,4.0,students_202601191651.txt,,4.37,Yếu
SV487,Thi B Nguyen,fake_email_487@not-exist-domain.com,2006-05-21,N/A,0.4,10.0,10.0,students_202601191651.txt,,6.8,Khá
SV488,Van A Trinh,trinh.vana.488@gmail.com,2005-07-08,Nghe An,7.9,5.0,1.2,students_202601191651.txt,,4.7,Yếu
SV489,Huu T Nguyen,nguyen.huut.489@gmail.com,2005-09-24,Tp.Hcm,8.9,8.1,0.7,students_202601191651.txt,,5.9,Trung Bình
SV490,Tieu I Bui,fake_email_490@not-exist-domain.com,2003-02-06,Hai Phong,6.8,0.9,1.5,students_202601191651.txt,,3.07,Yếu
SV491,Tieu I Dang,dang.tieui.491@gmail.com,2004-12-25,Can Tho,7.2,5.5,5.3,students_202601191651.txt,,6.0,Trung Bình
SV492,Ngoc F Tieu,tieu.ngocf.492@gmail.com,2004-08-08,Tp.Hcm,3.0,3.7,0.0,students_202601191651.txt,,2.23,Yếu
SV493,Van C Le,le.vanc.493@gmail.com,2003-12-12,Thanh Hoa,4.2,5.4,0.2,students_202601191651.txt,,3.27,Yếu
SV494,Ngoc F Tran,tran.ngocf.494@gmail.com,2005-01-03,Unknown,3.3,1.2,1.0,students_202601191651.txt,,1.83,Yếu
SV495,Thi B Hoang,fake_email_495@not-exist-domain.com,2001-05-14,Ha Noi,9.1,7.5,2.9,students_202601191651.txt,,6.5,Khá
SV496,Tuan G Le,fake_email_496@not-exist-domain.com,2005-08-01,Can Tho,9.1,5.7,1.9,students_202601191651.txt,,5.57,Trung Bình
SV497,Tieu I Dinh,dinh.tieui.497@gmail.com,2004-01-26,Unknown,0.0,6.6,8.4,students_202601191651.txt,,5.0,Trung Bình
SV498,Ngoc F Unknown,unknown.ngocf.498@gmail.com,2001-04-15,Unknown,3.1,2.2,0.6,students_202601191651.txt,,1.97,Yếu
SV499,Minh E Tran,fake_email_499@not-exist-domain.com,2000-06-23,Hai Phong,8.1,1.2,6.2,students_202601191651.txt,,5.17,Trung Bình
SV500,Huu T Bui,bui.huut.500@gmail.com,2004-01-23,Nghe An,8.5,5.6,7.6,students_202601191651.txt,,7.23,Khá
SV501,Van A Le,fake_email_501@not-exist-domain.com,2000-03-25,Ha Noi,8.1,0.3,7.6,students_202601191651.txt,,5.33,Trung Bình
SV502,Van A Le,le.vana.502@gmail.com,2002-03-06,Son La,7.5,3.8,1.8,students_202601191651.txt,,4.37,Yếu
SV503,Minh E Hoang,fake_email_503@not-exist-domain.com,2006-02-15,Son La,9.2,8.6,0.0,students_202601191651.txt,,5.93,Trung Bình
SV504,Huu T Dang,dang.huut.504@gmail.com,2002-06-08,Tp.Hcm,7.5,4.7,8.9,students_202601191651.txt,,7.03,Khá
SV505,Thi B Hoang,fake_email_505@not-exist-domain.com,2003-08-03,N/A,8.5,8.0,0.0,students_202601191651.txt,,5.5,Trung Bình
SV506,Tuan G Hoang,fake_email_506@not-exist-domain.com,2002-05-22,Da Nang,7.7,1.0,9.0,students_202601191651.txt,,5.9,Trung Bình
SV507,Van C Vu,vu.vanc.507@gmail.com,2003-04-06,Hai Phong,2.0,7.2,4.3,students_202601191651.txt,,4.5,Yếu
SV508,Van A Bui,bui.vana.508@gmail.com,2005-07-22,Hai Phong,7.7,5.6,5.7,students_202601191651.txt,,6.33,Trung Bình
SV509,Ngoc F Unknown,unknown.ngocf.509@gmail.com,2002-05-13,Can Tho,7.1,7.6,5.4,students_202601191651.txt,,6.7,Khá
SV510,Thi D Vu,vu.thid.510@gmail.com,2004-11-21,Son La,4.8,4.7,0.0,students_202601191651.txt,,3.17,Yếu
SV511,Ngoc F Vu,vu.ngocf.511@gmail.com,2002-02-10,Ha Noi,0.8,2.1,0.4,students_202601191651.txt,,1.1,Yếu
SV512,Duc H Unknown,fake_email_512@not-exist-domain.com,2000-07-03,Son La,8.0,4.6,0.0,students_202601191651.txt,,4.2,Yếu
SV513,Van A Dinh,dinh.vana.513@gmail.com,2004-07-21,Can Tho,7.8,1.5,1.6,students_202601191651.txt,,3.63,Yếu
SV514,Van A Dinh,dinh.vana.514@gmail.com,2000-03-05,Da Nang,6.6,4.6,4.6,students_202601191651.txt,,5.27,Trung Bình
SV515,Huu T Pham,pham.huut.515@gmail.com,2003-09-23,Hai Phong,5.3,5.2,1.4,students_202601191651.txt,,3.97,Yếu
SV516,Van C Pham,pham.vanc.516@gmail.com,2007-05-11,Nghe An,9.4,3.0,7.3,students_202601191651.txt,,6.57,Khá
SV517,Duc H Pham,pham.duch.517@gmail.com,2000-04-23,Thanh Hoa,5.6,3.1,0.0,students_202601191651.txt,,2.9,Yếu
SV518,Van A Dang,fake_email_518@not-exist-domain.com,2001-04-30,Da Nang,2.3,2.0,4.9,students_202601191651.txt,,3.07,Yếu
SV519,Van A Unknown,unknown.vana.519@gmail.com,2007-06-03,Can Tho,4.9,2.9,0.0,students_202601191651.txt,,2.6,Yếu
SV520,Ngoc F Dang,dang.ngocf.520@gmail.com,2000-02-29,Hai Phong,7.2,5.3,3.1,students_202601191651.txt,,5.2,Trung Bình
SV521,Thi D Pham,pham.thid.521@gmail.com,2001-01-15,Da Nang,7.7,2.6,3.0,students_202601191651.txt,,4.43,Yếu
SV522,Van C Pham,pham.vanc.522@gmail.com,2000-05-21,Hai Phong,2.6,5.7,5.3,students_202601191651.txt,,4.53,Yếu
SV523,Huu T Bui,bui.huut.523@gmail.com,2005-03-25,Son La,4.0,2.1,7.4,students_202601191651.txt,,4.5,Yếu
SV524,Huu T Dang,dang.huut.524@gmail.com,2006-07-17,Can Tho,0.5,9.6,6.6,students_202601191651.txt,,5.57,Trung Bình
SV525,Thi D Trinh,trinh.thid.525@gmail.com,2003-07-27,Unknown,2.7,6.7,8.5,students_202601191651.txt,,5.97,Trung Bình
SV526,Thi B Pham,fake_email_526@not-exist-domain.com,2002-05-01,Son La,6.8,0.6,9.5,students_202601191651.txt,,5.63,Trung Bình
SV527,Tuan G Vu,vu.tuang.527@gmail.com,2000-11-01,Ha Noi,4.7,3.3,0.0,students_202601191651.txt,,2.67,Yếu
SV528,Tieu I Pham,pham.tieui.528@gmail.com,2001-03-01,Thanh Hoa,0.3,2.3,0.0,students_202601191651.txt,,0.87,Yếu
SV529,Minh E Vu,vu.minhe.529@gmail.com,2001-07-29,Hai Phong,9.9,6.5,0.0,students_202601191651.txt,,5.47,Trung Bình
SV530,Tuan G Vu,vu.tuang.530@gmail.com,2003-08-19,N/A,0.3,0.2,0.3,students_202601191651.txt,,0.27,Yếu
SV531,Van C Trinh,fake_email_531@not-exist-domain.com,2002-02-26,Tp.Hcm,4.2,1.0,4.0,students_202601191651.txt,,3.07,Yếu
SV532,Ngoc F Hoang,hoang.ngocf.532@gmail.com,2006-08-25,Can Tho,3.6,2.6,9.1,students_202601191651.txt,,5.1,Trung Bình
SV533,Thi B Dinh,dinh.thib.533@gmail.com,2002-12-27,Thanh Hoa,6.4,6.7,5.8,students_202601191651.txt,,6.3,Trung Bình
SV534,Thi B Unknown,fake_email_534@not-exist-domain.com,2006-11-10,Ha Noi,4.3,6.1,7.7,students_202601191651.txt,,6.03,Trung Bình
SV535,Thi D Unknown,unknown.thid.535@gmail.com,2002-06-10,Nghe An,4.0,8.5,4.4,students_202601191651.txt,,5.63,Trung Bình
SV536,Tuan G Tran,fake_email_536@not-exist-domain.com,2005-07-29,Unknown,3.5,4.0,6.8,students_202601191651.txt,,4.77,Yếu
SV537,Thi B Unknown,unknown.thib.537@gmail.com,2001-08-30,N/A,1.6,3.6,2.3,students_202601191651.txt,,2.5,Yếu
SV538,Ngoc F Tran,tran.ngocf.538@gmail.com,2000-06-27,Da Nang,3.0,9.2,9.0,students_202601191651.txt,,7.07,Khá
SV539,Huu T Tran,tran.huut.539@gmail.com,2001-01-23,Nghe An,4.1,3.5,0.5,students_202601191651.txt,,2.7,Yếu
SV540,Tieu I Le,le.tieui.540@gmail.com,2006-03-28,Son La,8.2,1.5,5.2,students_202601191651.txt,,4.97,Yếu
SV541,Ngoc F Pham,pham.ngocf.541@gmail.com,2007-06-11,Hai Phong,1.3,2.6,7.7,students_202601191651.txt,,3.87,Yếu
SV542,Thi B Le,fake_email_542@not-exist-domain.com,2002-07-29,Nghe An,8.3,9.7,0.0,students_202601191651.txt,,6.0,Trung Bình
SV543,Duc H Hoang,hoang.duch.543@gmail.com,2001-02-13,Unknown,3.8,7.5,5.5,students_202601191651.txt,,5.6,Trung Bình
SV544,Van C Hoang,hoang.vanc.544@gmail.com,2004-07-16,Son La,5.5,9.9,0.0,students_202601191651.txt,,5.13,Trung Bình
SV545,Duc H Pham,pham.duch.545@gmail.com,2004-09-01,Tp.Hcm,3.6,3.6,0.0,students_202601191651.txt,,2.4,Yếu
SV546,Thi B Nguyen,nguyen.thib.546@gmail.com,2004-04-06,Tp.Hcm,2.4,9.4,3.5,students_202601191651.txt,,5.1,Trung Bình
SV547,Thi B Tieu,tieu.thib.547@gmail.com,2000-12-31,Unknown,8.3,2.7,5.3,students_202601191651.txt,,5.43,Trung Bình
SV548,Thi B Dinh,dinh.thib.548@gmail.com,2005-10-15,Can Tho,7.9,6.1,5.3,students_202601191651.txt,,6.43,Trung Bình
SV549,Ngoc F Dang,dang.ngocf.549@gmail.com,2003-05-15,Nghe An,2.1,1.2,7.2,students_202601191651.txt,,3.5,Yếu
SV550,Minh E Pham,pham.minhe.550@gmail.com,2006-07-22,Unknown,2.0,5.0,8.0,students_202601191651.txt,,5.0,Trung Bình
SV551,Minh E Tran,fake_email_551@not-exist-domain.com,2001-02-04,Nghe An,9.6,2.1,4.8,students_202601191651.txt,,5.5,Trung Bình
SV552,Ngoc F Tieu,tieu.ngocf.552@gmail.com,2004-06-16,Son La,4.3,0.7,0.0,students_202601191651.txt,,1.67,Yếu
SV553,Van A Tieu,tieu.vana.553@gmail.com,2005-12-29,Son La,4.3,5.8,9.5,students_202601191651.txt,,6.53,Khá
SV554,Duc H Tieu,tieu.duch.554@gmail.com,2000-01-31,Hai Phong,2.0,7.1,6.0,students_202601191651.txt,,5.03,Trung Bình
SV555,Tuan G Pham,pham.tuang.555@gmail.com,2007-06-13,Da Nang,7.5,1.3,1.6,students_202601191651.txt,,3.47,Yếu
SV556,Ngoc F Trinh,trinh.ngocf.556@gmail.com,2001-10-27,Can Tho,6.1,2.3,8.1,students_202601191651.txt,,5.5,Trung Bình
SV557,Tuan G Bui,fake_email_557@not-exist-domain.com,2000-05-28,Unknown,2.1,3.6,6.3,students_202601191651.txt,,4.0,Yếu
SV558,Van C Bui,bui.vanc.558@gmail.com,2002-05-08,Da Nang,1.3,1.2,5.2,students_202601191651.txt,,2.57,Yếu
SV559,Thi D Unknown,unknown.thid.559@gmail.com,2004-11-16,Ha Noi,5.0,9.2,1.3,students_202601191651.txt,,5.17,Trung Bình
SV560,Thi B Pham,pham.thib.560@gmail.com,2003-12-24,Hai Phong,2.8,5.1,3.3,students_202601191651.txt,,3.73,Yếu
SV561,Van C Vu,fake_email_561@not-exist-domain.com,2004-11-04,Unknown,6.8,5.8,0.0,students_202601191651.txt,,4.2,Yếu
SV562,Tieu I Pham,pham.tieui.562@gmail.com,2007-12-02,Son La,8.9,5.7,5.8,students_202601191651.txt,,6.8,Khá
